,sex,age,age_cat,decile_score,score_text,race,priors_count,juv_fel_count,juv_misd_count,juv_other_count,is_recid,score
5784,Male,25,25 - 45,2,Low,African-American,0,0,0,0,1,0
5785,Female,27,25 - 45,3,Low,African-American,0,0,0,0,0,0
5786,Male,35,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
5787,Male,40,25 - 45,3,Low,African-American,2,0,0,0,0,0
5788,Female,29,25 - 45,3,Low,Other,0,0,0,0,0,0
5789,Male,24,Less than 25,9,High,African-American,2,0,0,2,1,1
5790,Male,24,Less than 25,10,High,African-American,10,5,1,0,1,1
5791,Male,36,25 - 45,10,High,Hispanic,26,0,1,0,1,1
5793,Male,26,25 - 45,3,Low,Hispanic,5,0,0,0,0,0
5794,Male,50,Greater than 45,2,Low,Caucasian,1,0,0,0,0,0
5795,Male,21,Less than 25,7,Medium,African-American,1,0,0,0,1,1
5796,Male,51,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
5797,Male,24,Less than 25,5,Medium,African-American,2,0,0,2,1,1
5799,Male,29,25 - 45,1,Low,African-American,3,0,0,0,0,0
5800,Female,25,25 - 45,4,Low,Caucasian,0,0,0,0,0,0
5801,Male,38,25 - 45,3,Low,African-American,0,0,0,0,1,0
5802,Male,46,Greater than 45,3,Low,Caucasian,1,0,0,0,0,0
5803,Male,33,25 - 45,7,Medium,African-American,9,0,0,2,1,1
5804,Male,31,25 - 45,7,Medium,Hispanic,19,0,1,0,1,1
5805,Male,21,Less than 25,4,Low,Other,0,0,0,0,0,0
5806,Male,60,Greater than 45,1,Low,Other,1,0,0,0,1,0
5807,Female,39,25 - 45,5,Medium,African-American,3,0,0,0,1,1
5810,Male,35,25 - 45,4,Low,African-American,4,0,0,0,0,0
5811,Male,49,Greater than 45,2,Low,Caucasian,12,0,0,0,1,0
5812,Male,26,25 - 45,4,Low,Other,1,0,0,0,0,0
5813,Male,27,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
5814,Male,22,Less than 25,6,Medium,African-American,2,0,1,3,0,1
5815,Female,29,25 - 45,4,Low,African-American,0,0,0,0,1,0
5816,Male,31,25 - 45,9,High,African-American,0,0,0,0,0,1
5817,Male,31,25 - 45,6,Medium,Hispanic,5,0,0,0,1,1
5818,Female,29,25 - 45,3,Low,Hispanic,0,0,0,0,0,0
5819,Female,65,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5820,Female,34,25 - 45,3,Low,Hispanic,1,0,0,0,0,0
5821,Male,24,Less than 25,10,High,Caucasian,6,0,0,2,0,1
5822,Male,46,Greater than 45,2,Low,African-American,0,0,0,0,0,0
5824,Male,20,Less than 25,4,Low,African-American,0,0,0,0,1,0
5825,Male,29,25 - 45,10,High,African-American,16,0,0,0,1,1
5826,Male,29,25 - 45,3,Low,African-American,7,0,0,0,0,0
5827,Female,56,Greater than 45,1,Low,Caucasian,3,0,0,0,0,0
5828,Male,21,Less than 25,4,Low,African-American,0,0,0,0,0,0
5829,Male,40,25 - 45,10,High,African-American,0,0,0,0,1,1
5830,Male,22,Less than 25,9,High,African-American,2,0,0,0,1,1
5831,Male,39,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
5832,Male,22,Less than 25,8,High,African-American,1,0,1,0,1,1
5833,Female,27,25 - 45,6,Medium,Other,5,0,0,0,1,1
5834,Male,36,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
5835,Male,30,25 - 45,1,Low,African-American,0,0,0,0,0,0
5837,Male,36,25 - 45,6,Medium,African-American,0,0,0,0,0,1
5839,Male,32,25 - 45,1,Low,African-American,0,0,0,0,0,0
5840,Female,34,25 - 45,9,High,African-American,5,0,0,0,1,1
5841,Male,23,Less than 25,3,Low,Other,0,0,0,0,0,0
5842,Male,52,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5843,Male,20,Less than 25,10,High,Caucasian,1,0,1,1,1,1
5844,Male,38,25 - 45,4,Low,African-American,5,0,0,0,0,0
5845,Male,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5846,Male,27,25 - 45,4,Low,African-American,0,0,0,0,1,0
5847,Male,20,Less than 25,3,Low,African-American,2,0,0,0,1,0
5849,Female,29,25 - 45,2,Low,Caucasian,1,0,0,0,1,0
5850,Female,35,25 - 45,2,Low,African-American,7,0,0,0,1,0
5851,Male,37,25 - 45,1,Low,Caucasian,1,0,0,0,1,0
5852,Male,63,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5854,Male,27,25 - 45,4,Low,African-American,1,0,0,0,1,0
5855,Male,27,25 - 45,5,Medium,African-American,0,0,0,0,0,1
5856,Male,24,Less than 25,6,Medium,African-American,2,0,0,0,1,1
5857,Male,30,25 - 45,2,Low,Hispanic,1,0,0,0,1,0
5859,Male,25,25 - 45,10,High,Caucasian,4,0,0,0,1,1
5861,Male,27,25 - 45,1,Low,African-American,0,0,0,0,0,0
5862,Female,48,Greater than 45,5,Medium,African-American,0,0,0,0,0,1
5863,Female,26,25 - 45,4,Low,African-American,1,0,0,0,0,0
5864,Male,58,Greater than 45,1,Low,Other,0,0,0,0,0,0
5865,Male,23,Less than 25,5,Medium,Caucasian,1,0,0,2,1,1
5866,Male,22,Less than 25,4,Low,Caucasian,3,0,1,1,1,0
5868,Male,41,25 - 45,1,Low,African-American,0,0,0,0,0,0
5869,Male,21,Less than 25,7,Medium,African-American,0,0,0,0,0,1
5871,Male,26,25 - 45,2,Low,Other,0,0,0,0,0,0
5872,Female,39,25 - 45,6,Medium,African-American,3,0,0,0,0,1
5874,Male,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5877,Male,33,25 - 45,8,High,Other,7,0,1,0,1,1
5878,Male,36,25 - 45,4,Low,African-American,2,0,0,0,1,0
5879,Male,20,Less than 25,9,High,Native American,1,0,1,0,1,1
5880,Male,32,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
5881,Male,38,25 - 45,4,Low,African-American,17,0,0,0,1,0
5882,Male,64,Greater than 45,1,Low,Hispanic,1,0,0,0,0,0
5883,Male,22,Less than 25,5,Medium,African-American,1,0,0,0,1,1
5884,Male,69,Greater than 45,1,Low,Caucasian,0,0,0,0,1,0
5885,Male,26,25 - 45,4,Low,African-American,2,0,0,0,0,0
5886,Female,27,25 - 45,6,Medium,African-American,1,0,0,0,1,1
5888,Male,22,Less than 25,8,High,African-American,2,0,0,0,0,1
5889,Female,43,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
5892,Female,55,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
5893,Male,34,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
5894,Male,20,Less than 25,2,Low,African-American,1,0,0,2,0,0
5895,Male,22,Less than 25,7,Medium,African-American,1,0,0,0,1,1
5897,Male,33,25 - 45,9,High,Caucasian,9,0,0,0,1,1
5898,Male,55,Greater than 45,8,High,Caucasian,7,0,0,0,0,1
5899,Male,22,Less than 25,6,Medium,African-American,1,0,0,0,0,1
5900,Male,55,Greater than 45,1,Low,African-American,1,0,0,0,0,0
5901,Female,43,25 - 45,1,Low,Caucasian,0,0,0,0,1,0
5902,Male,21,Less than 25,10,High,African-American,0,0,0,3,1,1
5904,Male,23,Less than 25,2,Low,African-American,0,0,0,0,0,0
5905,Female,28,25 - 45,5,Medium,Caucasian,1,0,0,0,0,1
5906,Male,45,Greater than 45,1,Low,Other,0,0,0,0,0,0
5907,Male,39,25 - 45,1,Low,African-American,1,0,0,0,0,0
5908,Male,79,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
5909,Male,48,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
5910,Male,20,Less than 25,8,High,Hispanic,2,0,2,1,1,1
5911,Male,31,25 - 45,8,High,African-American,5,1,0,0,0,1
5912,Male,30,25 - 45,5,Medium,Caucasian,4,0,1,0,1,1
5913,Male,32,25 - 45,4,Low,African-American,5,0,0,0,1,0
5914,Male,56,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
5916,Male,43,25 - 45,1,Low,African-American,2,0,0,0,0,0
5917,Male,20,Less than 25,3,Low,Hispanic,0,0,0,2,0,0
5918,Male,27,25 - 45,7,Medium,African-American,21,0,0,0,1,1
5919,Male,41,25 - 45,6,Medium,African-American,0,0,0,0,0,1
5920,Male,24,Less than 25,3,Low,Other,1,0,0,0,0,0
5921,Male,43,25 - 45,1,Low,African-American,3,0,0,0,1,0
5922,Female,33,25 - 45,1,Low,African-American,1,0,0,0,0,0
5923,Male,22,Less than 25,3,Low,African-American,0,0,0,0,0,0
5924,Male,34,25 - 45,1,Low,African-American,3,0,0,0,0,0
5925,Male,36,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
5926,Male,69,Greater than 45,5,Medium,Caucasian,0,0,0,0,0,1
5927,Male,32,25 - 45,5,Medium,Caucasian,5,0,0,0,1,1
5928,Male,22,Less than 25,7,Medium,African-American,1,0,0,0,1,1
5929,Male,46,Greater than 45,5,Medium,Caucasian,0,0,0,0,0,1
5930,Male,34,25 - 45,5,Medium,Caucasian,1,0,0,0,0,1
5931,Female,32,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
5932,Male,39,25 - 45,1,Low,African-American,0,0,0,0,0,0
5933,Male,25,25 - 45,7,Medium,African-American,6,0,0,1,1,1
5934,Female,21,Less than 25,4,Low,Hispanic,0,0,0,1,1,0
5935,Male,63,Greater than 45,6,Medium,African-American,9,0,0,0,1,1
5936,Male,24,Less than 25,4,Low,Caucasian,8,0,0,0,1,0
5937,Male,29,25 - 45,5,Medium,Caucasian,2,0,0,0,0,1
5938,Male,20,Less than 25,8,High,African-American,3,0,3,0,1,1
5939,Female,40,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
5940,Male,30,25 - 45,8,High,African-American,7,0,0,0,1,1
5942,Male,50,Greater than 45,7,Medium,Caucasian,5,0,0,0,0,1
5943,Male,37,25 - 45,7,Medium,African-American,4,0,0,0,1,1
5944,Male,34,25 - 45,7,Medium,African-American,1,0,0,0,0,1
5945,Female,35,25 - 45,2,Low,Hispanic,0,0,0,0,0,0
5946,Female,31,25 - 45,2,Low,African-American,1,0,0,0,1,0
5947,Male,23,Less than 25,7,Medium,Caucasian,10,0,0,1,0,1
5948,Male,22,Less than 25,4,Low,Hispanic,0,0,0,0,1,0
5949,Male,37,25 - 45,1,Low,Caucasian,2,0,0,0,1,0
5950,Male,20,Less than 25,4,Low,Other,0,0,0,0,0,0
5952,Male,26,25 - 45,5,Medium,Caucasian,2,0,0,0,0,1
5953,Male,34,25 - 45,9,High,African-American,12,0,0,0,1,1
5954,Male,59,Greater than 45,1,Low,Caucasian,2,0,0,0,1,0
5956,Male,37,25 - 45,2,Low,Caucasian,2,0,0,0,0,0
5957,Male,38,25 - 45,1,Low,Other,0,0,0,0,1,0
5958,Male,45,Greater than 45,1,Low,Caucasian,1,0,0,0,1,0
5959,Male,22,Less than 25,8,High,African-American,1,0,0,0,0,1
5960,Male,24,Less than 25,8,High,African-American,3,0,0,1,1,1
5961,Male,25,25 - 45,5,Medium,African-American,5,0,0,0,0,1
5962,Male,24,Less than 25,6,Medium,African-American,6,0,0,0,1,1
5964,Male,20,Less than 25,4,Low,African-American,1,0,0,0,1,0
5966,Female,32,25 - 45,2,Low,Caucasian,2,0,0,0,1,0
5968,Male,49,Greater than 45,8,High,African-American,3,0,0,0,1,1
5970,Male,31,25 - 45,7,Medium,Caucasian,11,0,0,0,1,1
5971,Male,58,Greater than 45,7,Medium,Caucasian,7,0,0,0,1,1
5972,Male,50,Greater than 45,1,Low,Hispanic,2,0,0,0,0,0
5973,Male,26,25 - 45,7,Medium,African-American,11,0,1,1,1,1
5974,Male,20,Less than 25,6,Medium,African-American,1,1,0,0,0,1
5976,Male,51,Greater than 45,2,Low,Caucasian,1,0,0,0,1,0
5977,Male,30,25 - 45,2,Low,African-American,2,0,0,0,0,0
5978,Male,39,25 - 45,1,Low,Other,0,0,0,0,0,0
5980,Male,26,25 - 45,6,Medium,African-American,2,0,0,0,0,1
5982,Male,20,Less than 25,5,Medium,Other,0,0,0,0,0,1
5984,Female,26,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
5985,Male,26,25 - 45,4,Low,African-American,5,0,0,0,0,0
5986,Male,20,Less than 25,2,Low,Caucasian,0,0,0,2,0,0
5987,Male,28,25 - 45,3,Low,African-American,0,0,0,0,1,0
5988,Male,23,Less than 25,2,Low,African-American,1,0,1,2,1,0
5989,Female,21,Less than 25,5,Medium,African-American,0,0,0,0,0,1
5990,Male,25,25 - 45,9,High,Other,0,0,0,0,1,1
5991,Male,30,25 - 45,3,Low,Caucasian,0,0,0,0,0,0
5992,Male,21,Less than 25,9,High,Caucasian,2,0,2,7,1,1
5993,Male,20,Less than 25,7,Medium,Caucasian,1,1,0,0,1,1
5994,Male,24,Less than 25,6,Medium,Caucasian,5,0,0,0,1,1
5995,Male,35,25 - 45,10,High,African-American,22,0,0,0,1,1
5996,Female,27,25 - 45,3,Low,Other,0,0,0,0,1,0
5997,Male,50,Greater than 45,2,Low,Caucasian,2,0,0,0,1,0
5998,Male,25,25 - 45,9,High,African-American,5,0,0,0,0,1
6000,Male,31,25 - 45,8,High,African-American,12,1,1,1,1,1
6001,Male,26,25 - 45,9,High,African-American,0,0,0,0,0,1
6002,Male,22,Less than 25,4,Low,African-American,0,0,0,0,0,0
6003,Male,29,25 - 45,3,Low,African-American,0,0,0,0,0,0
6004,Male,33,25 - 45,1,Low,Other,2,0,0,0,1,0
6005,Male,52,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
6006,Male,37,25 - 45,1,Low,Hispanic,0,0,0,0,1,0
6007,Male,21,Less than 25,7,Medium,African-American,0,0,0,0,0,1
6008,Male,21,Less than 25,8,High,Caucasian,1,0,0,0,0,1
6009,Female,20,Less than 25,8,High,Caucasian,0,0,0,0,1,1
6010,Male,43,25 - 45,1,Low,Hispanic,1,0,0,0,1,0
6011,Male,30,25 - 45,1,Low,Caucasian,1,0,0,0,1,0
6012,Female,33,25 - 45,4,Low,African-American,3,0,0,0,1,0
6013,Male,24,Less than 25,7,Medium,African-American,3,0,0,0,0,1
6014,Female,52,Greater than 45,1,Low,Hispanic,0,0,0,0,1,0
6015,Female,30,25 - 45,7,Medium,African-American,11,0,0,0,1,1
6016,Female,30,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6017,Male,47,Greater than 45,2,Low,African-American,13,0,0,0,1,0
6018,Male,41,25 - 45,9,High,African-American,9,0,1,0,0,1
6019,Male,21,Less than 25,10,High,Hispanic,4,1,0,0,1,1
6021,Male,48,Greater than 45,2,Low,Caucasian,6,0,0,0,0,0
6022,Male,52,Greater than 45,9,High,African-American,2,0,0,0,1,1
6023,Female,34,25 - 45,1,Low,African-American,1,0,0,0,0,0
6024,Male,35,25 - 45,3,Low,Caucasian,0,0,0,0,1,0
6025,Male,25,25 - 45,4,Low,Other,1,0,0,0,1,0
6027,Male,24,Less than 25,2,Low,African-American,1,0,0,1,1,0
6032,Male,25,25 - 45,2,Low,African-American,1,0,0,0,0,0
6033,Male,34,25 - 45,9,High,African-American,20,0,1,0,1,1
6034,Male,25,25 - 45,4,Low,African-American,2,0,0,0,1,0
6035,Male,24,Less than 25,6,Medium,Hispanic,4,1,0,0,1,1
6036,Male,56,Greater than 45,1,Low,Caucasian,6,0,0,0,0,0
6037,Male,23,Less than 25,4,Low,African-American,0,0,0,0,0,0
6038,Male,21,Less than 25,4,Low,Caucasian,0,0,0,0,0,0
6039,Male,66,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6040,Male,28,25 - 45,7,Medium,African-American,7,0,0,0,0,1
6041,Male,29,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6042,Male,22,Less than 25,7,Medium,Caucasian,3,0,0,0,1,1
6043,Male,39,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6044,Male,33,25 - 45,8,High,African-American,9,0,0,1,1,1
6045,Male,29,25 - 45,1,Low,Caucasian,2,0,0,0,1,0
6046,Male,31,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
6047,Male,22,Less than 25,8,High,African-American,0,0,0,0,0,1
6048,Female,22,Less than 25,5,Medium,Caucasian,0,0,0,0,0,1
6049,Male,35,25 - 45,4,Low,Caucasian,3,0,0,2,0,0
6050,Male,29,25 - 45,4,Low,Caucasian,3,0,0,0,1,0
6053,Male,56,Greater than 45,1,Low,Caucasian,1,0,0,0,0,0
6054,Female,34,25 - 45,1,Low,African-American,0,0,0,0,0,0
6055,Male,23,Less than 25,4,Low,African-American,1,0,0,0,1,0
6056,Male,27,25 - 45,5,Medium,African-American,1,1,0,0,1,1
6057,Male,43,25 - 45,1,Low,Caucasian,2,0,0,0,0,0
6058,Male,38,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6059,Male,39,25 - 45,3,Low,Caucasian,3,0,0,0,0,0
6060,Male,24,Less than 25,3,Low,African-American,1,0,0,1,1,0
6061,Male,26,25 - 45,3,Low,African-American,2,0,0,0,0,0
6062,Female,55,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6063,Male,35,25 - 45,6,Medium,African-American,1,0,0,0,1,1
6064,Male,61,Greater than 45,7,Medium,African-American,25,0,0,0,0,1
6065,Male,33,25 - 45,1,Low,Other,0,0,0,0,0,0
6066,Male,40,25 - 45,7,Medium,Caucasian,4,0,0,0,0,1
6067,Male,33,25 - 45,2,Low,African-American,3,0,0,0,0,0
6068,Male,26,25 - 45,6,Medium,Caucasian,0,0,0,0,1,1
6069,Male,32,25 - 45,9,High,Caucasian,15,0,1,0,1,1
6070,Male,28,25 - 45,2,Low,African-American,0,0,0,0,0,0
6071,Male,45,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6072,Male,30,25 - 45,9,High,Caucasian,0,0,0,0,1,1
6073,Female,57,Greater than 45,2,Low,Caucasian,4,0,0,0,0,0
6074,Male,26,25 - 45,7,Medium,African-American,3,0,0,0,1,1
6075,Male,35,25 - 45,8,High,African-American,1,0,0,0,0,1
6076,Male,54,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
6077,Female,29,25 - 45,5,Medium,African-American,0,0,0,0,0,1
6078,Female,40,25 - 45,2,Low,Caucasian,0,0,0,0,0,0
6079,Male,28,25 - 45,2,Low,Caucasian,1,0,0,0,1,0
6080,Female,25,25 - 45,2,Low,African-American,0,0,0,1,0,0
6081,Male,44,25 - 45,6,Medium,African-American,3,0,0,0,0,1
6084,Male,23,Less than 25,4,Low,Caucasian,4,0,0,1,1,0
6085,Male,29,25 - 45,2,Low,African-American,0,0,0,0,0,0
6086,Male,56,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6087,Female,27,25 - 45,3,Low,African-American,0,0,0,0,0,0
6088,Female,29,25 - 45,7,Medium,Caucasian,0,0,0,0,0,1
6089,Female,34,25 - 45,4,Low,Caucasian,4,0,0,0,0,0
6090,Female,22,Less than 25,7,Medium,African-American,0,0,0,0,0,1
6091,Male,40,25 - 45,1,Low,Caucasian,5,0,0,0,1,0
6092,Male,31,25 - 45,1,Low,Caucasian,0,0,0,0,0,0
6093,Male,47,Greater than 45,2,Low,African-American,3,0,0,0,0,0
6094,Male,24,Less than 25,7,Medium,African-American,8,0,0,0,1,1
6096,Male,39,25 - 45,9,High,African-American,4,0,0,0,0,1
6097,Male,29,25 - 45,6,Medium,African-American,10,0,0,0,1,1
6098,Male,30,25 - 45,2,Low,Hispanic,2,0,0,0,0,0
6099,Female,26,25 - 45,9,High,African-American,4,0,0,0,1,1
6100,Male,61,Greater than 45,8,High,African-American,2,0,0,0,0,1
6101,Male,37,25 - 45,4,Low,Hispanic,3,0,0,0,0,0
6102,Male,38,25 - 45,1,Low,Other,1,0,0,0,1,0
6104,Male,30,25 - 45,9,High,African-American,0,0,0,0,0,1
6105,Male,20,Less than 25,5,Medium,African-American,0,0,0,1,1,1
6106,Male,56,Greater than 45,9,High,African-American,22,0,0,0,1,1
6107,Female,50,Greater than 45,3,Low,Caucasian,3,0,0,0,1,0
6108,Male,47,Greater than 45,1,Low,Other,0,0,0,0,0,0
6111,Male,30,25 - 45,6,Medium,African-American,10,0,0,0,1,1
6113,Male,59,Greater than 45,1,Low,African-American,1,0,0,0,0,0
6114,Male,20,Less than 25,10,High,African-American,1,1,0,0,1,1
6115,Male,23,Less than 25,9,High,Caucasian,4,0,1,0,1,1
6116,Female,28,25 - 45,6,Medium,Caucasian,2,0,0,0,1,1
6117,Male,50,Greater than 45,9,High,Hispanic,3,0,0,0,1,1
6118,Male,35,25 - 45,5,Medium,Caucasian,3,0,0,0,1,1
6119,Male,22,Less than 25,9,High,African-American,1,0,0,0,1,1
6120,Female,41,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
6121,Male,22,Less than 25,7,Medium,African-American,0,0,0,0,0,1
6123,Male,61,Greater than 45,2,Low,African-American,8,0,0,0,1,0
6124,Male,26,25 - 45,4,Low,African-American,5,0,0,0,0,0
6125,Male,44,25 - 45,5,Medium,Caucasian,1,0,0,0,0,1
6126,Female,34,25 - 45,1,Low,African-American,0,0,0,0,1,0
6127,Male,29,25 - 45,2,Low,Caucasian,1,0,0,0,1,0
6129,Male,29,25 - 45,9,High,African-American,8,0,0,0,0,1
6130,Male,48,Greater than 45,4,Low,African-American,5,0,0,0,1,0
6131,Female,31,25 - 45,6,Medium,African-American,0,0,0,0,0,1
6132,Male,21,Less than 25,6,Medium,Caucasian,2,0,0,0,0,1
6133,Male,34,25 - 45,5,Medium,Caucasian,4,0,0,0,0,1
6134,Male,54,Greater than 45,6,Medium,African-American,21,0,0,0,0,1
6135,Male,20,Less than 25,10,High,Caucasian,4,0,4,0,0,1
6136,Male,31,25 - 45,3,Low,Caucasian,1,0,0,0,1,0
6137,Male,22,Less than 25,4,Low,Caucasian,0,0,0,0,0,0
6138,Male,36,25 - 45,4,Low,African-American,6,0,0,0,0,0
6139,Male,34,25 - 45,7,Medium,African-American,9,3,1,0,1,1
6142,Male,50,Greater than 45,8,High,African-American,15,0,0,0,0,1
6143,Male,47,Greater than 45,10,High,Native American,22,4,0,0,1,1
6144,Female,49,Greater than 45,1,Low,Other,0,0,0,0,0,0
6146,Male,31,25 - 45,4,Low,African-American,1,0,0,0,0,0
6147,Male,49,Greater than 45,3,Low,African-American,10,0,0,0,1,0
6148,Male,21,Less than 25,9,High,African-American,2,1,0,1,0,1
6149,Female,26,25 - 45,7,Medium,African-American,5,0,0,0,1,1
6150,Male,29,25 - 45,2,Low,Other,0,0,0,0,0,0
6151,Male,61,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
6152,Female,25,25 - 45,9,High,Caucasian,2,0,0,0,1,1
6154,Male,38,25 - 45,4,Low,Caucasian,5,0,0,0,0,0
6155,Male,35,25 - 45,1,Low,Caucasian,2,0,0,0,0,0
6157,Male,55,Greater than 45,1,Low,Other,8,0,0,0,1,0
6158,Male,32,25 - 45,4,Low,African-American,4,0,0,0,1,0
6159,Male,29,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
6160,Male,46,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6161,Male,53,Greater than 45,5,Medium,Caucasian,1,0,0,0,0,1
6162,Female,27,25 - 45,5,Medium,Caucasian,1,0,0,0,1,1
6163,Male,29,25 - 45,8,High,Caucasian,4,0,0,0,0,1
6164,Male,26,25 - 45,1,Low,Other,0,0,0,0,1,0
6165,Male,23,Less than 25,2,Low,African-American,3,0,0,0,1,0
6166,Male,43,25 - 45,3,Low,Hispanic,3,0,0,0,1,0
6167,Male,24,Less than 25,2,Low,Caucasian,1,0,0,0,0,0
6168,Male,33,25 - 45,10,High,African-American,18,0,0,0,1,1
6169,Male,32,25 - 45,6,Medium,African-American,1,0,0,0,1,1
6170,Female,38,25 - 45,10,High,African-American,7,0,0,0,1,1
6171,Male,40,25 - 45,7,Medium,African-American,20,0,0,0,0,1
6173,Female,36,25 - 45,1,Low,African-American,1,0,0,0,0,0
6174,Male,34,25 - 45,9,High,African-American,16,0,0,0,1,1
6175,Male,41,25 - 45,2,Low,Caucasian,1,0,0,0,1,0
6176,Male,57,Greater than 45,1,Low,Caucasian,7,0,0,0,0,0
6177,Male,26,25 - 45,5,Medium,African-American,1,0,0,0,0,1
6179,Male,45,Greater than 45,3,Low,African-American,0,0,0,0,1,0
6180,Male,26,25 - 45,3,Low,African-American,2,0,0,1,0,0
6181,Female,48,Greater than 45,1,Low,Caucasian,0,0,0,0,0,0
6182,Male,52,Greater than 45,2,Low,Caucasian,7,0,0,0,0,0
6183,Male,22,Less than 25,3,Low,Hispanic,2,0,0,0,1,0
6184,Female,43,25 - 45,1,Low,African-American,0,0,0,0,0,0
6186,Male,24,Less than 25,5,Medium,Caucasian,3,0,0,0,0,1
6187,Male,27,25 - 45,7,Medium,African-American,11,0,0,0,1,1
6188,Male,23,Less than 25,9,High,Hispanic,2,0,1,0,0,1
6190,Male,28,25 - 45,6,Medium,African-American,2,0,0,0,1,1
6191,Male,21,Less than 25,5,Medium,African-American,0,0,0,0,0,1
6192,Male,33,25 - 45,9,High,African-American,5,0,0,0,1,1
6193,Male,25,25 - 45,8,High,African-American,1,0,0,0,1,1
6194,Male,36,25 - 45,8,High,African-American,17,0,2,0,1,1
6195,Female,25,25 - 45,5,Medium,Caucasian,0,0,0,0,0,1
6197,Male,46,Greater than 45,5,Medium,Caucasian,0,0,0,0,0,1
6198,Female,24,Less than 25,7,Medium,African-American,0,0,0,0,0,1
6199,Male,28,25 - 45,7,Medium,African-American,4,0,0,0,1,1
6200,Male,28,25 - 45,7,Medium,African-American,12,0,0,1,1,1
6201,Male,23,Less than 25,3,Low,African-American,0,0,0,0,1,0
6202,Male,24,Less than 25,3,Low,Other,0,0,0,0,0,0
6203,Male,40,25 - 45,3,Low,Hispanic,0,0,0,0,0,0
6204,Male,36,25 - 45,2,Low,Hispanic,1,0,0,0,0,0
6205,Male,50,Greater than 45,6,Medium,Caucasian,1,0,0,0,1,1
6207,Male,24,Less than 25,2,Low,Caucasian,0,0,0,0,0,0
6208,Female,55,Greater than 45,1,Low,African-American,2,0,0,0,0,0
6209,Male,22,Less than 25,7,Medium,African-American,0,0,0,0,1,1
6210,Male,38,25 - 45,7,Medium,African-American,14,0,0,0,0,1
6211,Male,31,25 - 45,1,Low,African-American,1,0,0,0,0,0
6212,Female,30,25 - 45,2,Low,African-American,3,0,0,0,0,0
6214,Male,37,25 - 45,8,High,African-American,16,0,0,0,1,1
6215,Female,41,25 - 45,2,Low,Caucasian,1,0,0,0,0,0
6216,Male,20,Less than 25,5,Medium,African-American,0,0,0,0,1,1
6217,Male,21,Less than 25,4,Low,Caucasian,0,0,0,0,1,0
6218,Male,22,Less than 25,5,Medium,Caucasian,1,0,0,0,0,1
6219,Male,38,25 - 45,6,Medium,African-American,7,0,0,0,0,1
6220,Male,31,25 - 45,5,Medium,African-American,0,0,0,0,0,1
6221,Male,28,25 - 45,7,Medium,Caucasian,0,0,0,0,0,1
6222,Male,21,Less than 25,7,Medium,Hispanic,2,0,1,0,1,1
6223,Male,39,25 - 45,8,High,African-American,1,0,0,0,0,1
6224,Male,34,25 - 45,7,Medium,African-American,22,0,0,0,1,1
6226,Male,45,Greater than 45,1,Low,Hispanic,0,0,0,0,0,0
6228,Male,24,Less than 25,9,High,African-American,0,0,0,0,1,1
6229,Male,27,25 - 45,7,Medium,African-American,9,0,0,0,1,1
6230,Male,30,25 - 45,1,Low,Hispanic,0,0,0,0,0,0
6232,Male,43,25 - 45,1,Low,African-American,2,0,0,0,0,0
6233,Male,26,25 - 45,4,Low,African-American,1,0,0,0,0,0
6234,Male,32,25 - 45,2,Low,African-American,7,0,3,0,0,0
6235,Female,57,Greater than 45,1,Low,Caucasian,2,0,0,0,0,0
