,race,gender,is_recid,score
3392,African-American,Male,0,1
3393,Caucasian,Male,0,0
3394,African-American,Male,1,1
3395,Caucasian,Female,0,0
3396,Other,Male,1,0
3397,Other,Male,1,1
3399,African-American,Female,1,1
3400,African-American,Male,0,0
3403,Caucasian,Male,0,0
3404,African-American,Male,1,0
3405,African-American,Male,1,1
3406,African-American,Female,0,1
3407,Caucasian,Male,0,1
3408,Caucasian,Female,1,1
3410,Caucasian,Male,0,0
3413,Caucasian,Male,0,0
3414,African-American,Male,1,0
3415,African-American,Male,1,0
3416,Caucasian,Male,0,0
3417,Caucasian,Female,1,1
3418,African-American,Male,1,0
3419,African-American,Female,1,1
3420,African-American,Male,1,1
3421,African-American,Male,1,1
3424,Hispanic,Male,1,0
3425,Caucasian,Male,1,1
3427,African-American,Male,1,1
3428,Caucasian,Male,0,0
3429,Caucasian,Female,0,0
3430,African-American,Male,1,1
3432,African-American,Male,0,0
3433,Caucasian,Male,0,0
3434,Other,Male,0,0
3435,Caucasian,Male,1,1
3436,African-American,Female,0,0
3437,Caucasian,Male,0,0
3438,Hispanic,Male,1,1
3439,African-American,Male,0,0
3440,Caucasian,Male,1,0
3442,African-American,Male,1,1
3443,Other,Male,0,1
3444,African-American,Male,1,1
3445,Caucasian,Male,0,0
3446,African-American,Male,0,0
3447,Caucasian,Female,1,0
3448,Caucasian,Male,0,0
3449,African-American,Male,1,1
3452,Caucasian,Male,1,1
3453,Other,Male,1,0
3454,Caucasian,Male,1,1
3455,Hispanic,Male,0,0
3456,Caucasian,Male,1,1
3457,Other,Male,0,0
3459,African-American,Male,1,1
3460,Caucasian,Male,0,0
3461,African-American,Female,0,1
3462,African-American,Male,0,0
3463,African-American,Male,1,0
3464,African-American,Female,1,1
3465,Caucasian,Male,0,0
3466,African-American,Male,1,1
3468,Other,Male,0,0
3469,Caucasian,Female,0,0
3470,Caucasian,Male,1,1
3471,Caucasian,Male,1,0
3472,African-American,Male,0,0
3473,Hispanic,Male,0,0
3474,African-American,Male,1,0
3475,Hispanic,Male,1,0
3476,Caucasian,Female,1,1
3477,Caucasian,Male,0,0
3479,Caucasian,Male,1,0
3480,Caucasian,Male,1,0
3481,Caucasian,Male,1,0
3482,African-American,Male,1,0
3483,African-American,Male,0,0
3484,Caucasian,Male,0,0
3485,African-American,Male,0,0
3486,African-American,Male,0,1
3487,Caucasian,Male,0,0
3488,African-American,Male,1,0
3489,Caucasian,Male,1,1
3490,Caucasian,Male,1,0
3491,Caucasian,Male,0,1
3492,Caucasian,Male,0,0
3493,African-American,Male,0,1
3494,African-American,Male,0,1
3495,African-American,Female,1,0
3496,Caucasian,Male,1,1
3497,Caucasian,Female,1,1
3498,Caucasian,Male,0,1
3499,African-American,Male,1,0
3500,African-American,Male,1,1
3502,African-American,Male,1,0
3503,Caucasian,Male,0,0
3504,African-American,Male,0,0
3505,Caucasian,Female,0,1
3506,Caucasian,Male,0,0
3507,Caucasian,Male,1,1
3508,African-American,Male,1,0
3509,African-American,Male,0,0
3511,Caucasian,Female,1,1
3512,African-American,Female,0,0
3513,Hispanic,Male,0,0
3514,Other,Male,1,0
3516,African-American,Male,0,1
3517,African-American,Male,1,1
3518,African-American,Male,0,0
3519,Other,Male,0,0
3520,African-American,Female,1,1
3521,Caucasian,Female,0,0
3522,African-American,Male,1,0
3523,Caucasian,Male,1,1
3524,African-American,Male,0,1
3525,African-American,Male,1,1
3526,Caucasian,Female,0,0
3527,African-American,Male,0,0
3528,Caucasian,Male,0,0
3529,African-American,Male,1,1
3530,African-American,Male,0,1
3531,Caucasian,Male,0,0
3532,African-American,Male,0,1
3533,African-American,Female,1,1
3534,African-American,Male,1,1
3535,African-American,Female,0,1
3536,African-American,Male,0,1
3538,Other,Female,0,0
3539,African-American,Male,1,1
3541,African-American,Male,0,0
3542,Caucasian,Male,0,0
3543,African-American,Male,0,0
3544,African-American,Male,1,0
3545,Caucasian,Male,0,0
3546,African-American,Female,1,1
3548,African-American,Female,0,0
3549,Caucasian,Male,1,0
3551,African-American,Male,1,1
3552,Caucasian,Female,1,0
3553,Caucasian,Male,1,0
3554,African-American,Female,1,1
3555,African-American,Male,1,1
3557,Caucasian,Female,0,0
3558,African-American,Male,1,1
3559,Other,Male,1,0
3560,African-American,Female,1,1
3561,African-American,Male,0,0
3563,African-American,Male,0,1
3564,Caucasian,Female,1,0
3566,African-American,Male,0,1
3567,African-American,Male,1,1
3568,Caucasian,Male,0,0
3569,Caucasian,Male,0,0
3570,Caucasian,Female,0,0
3571,African-American,Female,1,1
3572,Caucasian,Female,1,0
3573,Caucasian,Female,0,0
3574,African-American,Male,1,1
3575,African-American,Male,1,0
3576,African-American,Male,0,0
3578,African-American,Male,0,0
3579,African-American,Male,1,0
3580,African-American,Female,1,1
3581,Caucasian,Female,1,0
3582,African-American,Male,0,0
3583,African-American,Male,0,1
3584,African-American,Male,0,0
3585,Other,Male,1,0
3586,Caucasian,Male,0,0
3587,African-American,Male,0,1
3588,Other,Male,1,1
3589,Caucasian,Male,0,0
3590,Caucasian,Male,0,0
3591,African-American,Male,1,1
3593,African-American,Male,1,1
3594,Caucasian,Male,0,0
3596,Hispanic,Male,1,0
3597,African-American,Male,0,0
3598,African-American,Female,0,1
3599,Hispanic,Male,0,0
3600,Caucasian,Male,0,0
3601,African-American,Male,1,1
3602,African-American,Male,1,0
3603,African-American,Male,0,0
3604,Caucasian,Male,1,1
3606,African-American,Male,0,0
3607,Caucasian,Female,0,1
3608,Hispanic,Male,0,0
3609,Other,Male,0,0
3610,African-American,Male,0,0
3611,Other,Male,0,0
3612,Caucasian,Male,0,0
3613,African-American,Male,0,0
3614,Caucasian,Male,0,0
3615,Other,Female,0,1
3616,African-American,Male,0,0
3617,Caucasian,Male,1,1
3618,Caucasian,Female,0,1
3620,Caucasian,Male,1,1
3621,Hispanic,Female,1,0
3622,Hispanic,Male,0,0
3623,Caucasian,Male,1,1
3625,African-American,Female,1,1
3626,African-American,Male,1,1
3627,African-American,Female,0,0
3628,Caucasian,Male,1,0
3629,African-American,Female,0,0
3630,Caucasian,Male,1,1
3631,Caucasian,Male,0,0
3633,African-American,Male,1,1
3634,African-American,Male,0,1
3635,African-American,Male,1,1
3636,Caucasian,Male,0,0
3637,African-American,Male,0,1
3638,African-American,Male,1,1
3639,African-American,Male,1,0
3640,Caucasian,Male,0,0
3641,Hispanic,Male,0,0
3642,African-American,Male,0,0
3643,Caucasian,Male,1,1
3644,African-American,Male,1,0
3645,African-American,Female,0,0
3647,Other,Male,0,0
3649,Caucasian,Female,0,1
3650,African-American,Male,1,1
3651,African-American,Female,1,1
3653,African-American,Male,1,1
3654,African-American,Male,0,1
3655,African-American,Male,1,1
3656,African-American,Male,0,1
3658,African-American,Male,1,1
3659,Caucasian,Female,0,0
3660,African-American,Male,1,1
3661,Caucasian,Male,1,1
3662,Caucasian,Male,1,0
3663,Caucasian,Male,1,1
3664,Caucasian,Male,0,1
3665,Hispanic,Male,0,1
3666,Caucasian,Female,0,1
3667,African-American,Male,1,1
3668,Caucasian,Male,0,0
3669,Caucasian,Female,1,1
3670,African-American,Male,0,1
3671,African-American,Male,0,0
3672,Caucasian,Male,0,0
3673,African-American,Male,1,1
3674,Other,Male,1,1
3676,Caucasian,Male,1,0
3677,African-American,Male,1,1
3678,Caucasian,Male,0,0
3681,Caucasian,Male,0,0
3682,Caucasian,Male,1,1
3683,African-American,Male,1,1
3684,Caucasian,Male,0,0
3685,Hispanic,Male,0,1
3686,Caucasian,Female,1,0
3687,African-American,Male,0,0
3688,Caucasian,Male,0,0
3689,Caucasian,Female,0,0
3690,Other,Male,0,0
3691,Hispanic,Male,0,0
3692,Caucasian,Male,1,0
3694,African-American,Male,1,1
3695,African-American,Female,1,0
3697,African-American,Male,0,0
3698,Caucasian,Male,0,1
3699,African-American,Female,1,0
3700,African-American,Male,0,1
3701,Caucasian,Female,0,0
3702,African-American,Male,1,1
3703,African-American,Male,1,1
3704,Caucasian,Female,0,1
3705,Caucasian,Male,0,1
3706,African-American,Female,0,0
3707,Caucasian,Female,0,0
3708,Caucasian,Male,0,0
3709,Hispanic,Male,1,1
3710,African-American,Male,0,1
3711,African-American,Male,1,1
3713,Caucasian,Male,1,1
3714,Other,Male,0,0
3715,African-American,Male,1,1
3716,Caucasian,Male,1,0
3717,Caucasian,Female,0,1
3718,Caucasian,Male,1,0
3719,African-American,Male,1,1
3720,African-American,Male,1,1
3721,African-American,Male,1,1
3722,African-American,Male,0,0
3723,Hispanic,Male,0,1
3724,Caucasian,Female,0,0
3725,Caucasian,Male,1,1
3726,Caucasian,Male,0,0
3728,Caucasian,Male,1,0
3729,African-American,Male,1,1
3730,Caucasian,Female,0,0
3732,African-American,Female,0,0
3733,Hispanic,Male,0,0
3734,Hispanic,Female,0,0
3735,Caucasian,Female,1,0
3736,Hispanic,Male,1,0
3737,Hispanic,Male,0,0
3739,Caucasian,Male,1,1
3740,Other,Male,1,0
3741,African-American,Male,0,0
3742,African-American,Male,1,0
3743,African-American,Male,0,1
3744,African-American,Male,0,0
3746,Caucasian,Male,0,0
3747,African-American,Male,1,0
3748,Caucasian,Female,1,0
3749,African-American,Male,0,1
3750,African-American,Female,0,0
3751,Caucasian,Male,1,1
3752,African-American,Female,1,1
3754,Caucasian,Female,1,1
3755,African-American,Male,0,0
3756,African-American,Male,1,0
3757,Caucasian,Female,0,0
3758,African-American,Male,0,0
3760,African-American,Male,1,1
3761,Caucasian,Male,0,0
3762,African-American,Male,0,0
3763,Caucasian,Male,0,0
3764,African-American,Male,0,0
3765,African-American,Male,1,1
3766,Asian,Male,0,0
3768,Caucasian,Male,0,0
3769,African-American,Male,1,0
3771,African-American,Male,0,1
3772,African-American,Male,0,0
3773,African-American,Male,0,1
3774,Caucasian,Male,0,0
3775,Caucasian,Male,0,0
3776,Caucasian,Female,1,0
3777,Hispanic,Male,0,0
3778,African-American,Male,0,1
3779,African-American,Male,0,1
3780,African-American,Female,0,0
3781,Caucasian,Male,1,1
3782,African-American,Male,0,0
3783,Caucasian,Male,0,0
3784,Caucasian,Male,0,0
3786,African-American,Female,1,1
3787,Hispanic,Female,1,0
3788,Caucasian,Male,1,1
3789,African-American,Male,0,0
3790,Caucasian,Male,0,0
3791,Hispanic,Female,0,0
3793,Caucasian,Male,1,0
3794,African-American,Female,1,0
3795,Caucasian,Female,0,0
3796,Hispanic,Male,0,1
3799,Caucasian,Male,1,0
3800,African-American,Male,1,1
3801,Caucasian,Male,1,0
3802,African-American,Male,1,1
3803,African-American,Male,0,1
3804,African-American,Male,1,1
3805,African-American,Male,1,1
3806,African-American,Male,0,0
3807,African-American,Male,1,0
3808,Caucasian,Male,1,1
3809,African-American,Male,1,1
3810,Caucasian,Male,1,1
3811,African-American,Male,0,1
3812,Caucasian,Male,1,1
3813,Caucasian,Male,0,1
3814,African-American,Female,0,0
3815,African-American,Male,1,1
3816,Caucasian,Male,0,0
3817,African-American,Male,1,0
3818,African-American,Male,1,1
3820,African-American,Male,0,0
3821,Caucasian,Male,0,0
3822,Caucasian,Male,0,0
3824,African-American,Male,1,0
3825,Caucasian,Female,0,0
3826,Caucasian,Male,1,0
3828,African-American,Male,1,1
3829,Hispanic,Male,0,0
3831,African-American,Male,0,1
3832,Caucasian,Female,1,0
3833,Caucasian,Male,1,1
3834,African-American,Female,0,0
3835,African-American,Male,1,0
3836,African-American,Male,0,0
3837,African-American,Male,1,1
3838,African-American,Male,0,1
3839,Caucasian,Male,0,0
3841,African-American,Male,1,0
3842,Hispanic,Male,1,1
3843,African-American,Male,1,1
3844,Other,Male,0,0
3845,Caucasian,Male,0,1
3846,Caucasian,Male,0,0
3847,African-American,Male,1,1
3848,African-American,Male,1,0
3849,African-American,Male,0,1
3850,Other,Female,1,1
3851,African-American,Male,0,0
3852,African-American,Male,0,1
3853,African-American,Male,1,0
3854,Caucasian,Female,1,1
3855,Caucasian,Male,1,0
3856,Caucasian,Male,0,0
3857,African-American,Male,1,1
3858,African-American,Female,1,0
3859,African-American,Male,1,0
3860,Caucasian,Male,0,0
3861,African-American,Female,1,1
3862,Caucasian,Male,0,0
3864,Caucasian,Male,0,0
3865,African-American,Male,0,0
3868,African-American,Male,1,1
3869,African-American,Male,1,1
3870,Caucasian,Male,1,0
3871,African-American,Female,0,1
3872,African-American,Male,0,1
3875,African-American,Male,0,0
3876,Caucasian,Male,1,1
3877,African-American,Male,1,1
3878,African-American,Male,1,0
3880,Caucasian,Male,1,0
3881,Caucasian,Male,0,0
3883,African-American,Male,0,0
3884,Caucasian,Male,0,0
3885,Caucasian,Male,1,0
3886,Caucasian,Female,1,1
3887,Caucasian,Female,0,1
3890,African-American,Male,1,0
3891,African-American,Male,1,0
3892,African-American,Male,1,0
3893,African-American,Male,1,0
3894,Caucasian,Male,0,0
3895,Caucasian,Male,1,1
3896,Other,Male,0,0
3897,Hispanic,Male,0,0
3898,Caucasian,Male,0,0
3900,Hispanic,Female,0,0
3902,Hispanic,Male,0,0
3903,Hispanic,Male,0,0
3905,Other,Male,1,1
3906,African-American,Male,1,1
3907,Caucasian,Male,0,0
3908,Caucasian,Male,1,0
3909,African-American,Female,0,0
3912,Caucasian,Male,1,0
3913,Caucasian,Male,1,0
3914,Caucasian,Male,0,0
3915,Caucasian,Male,0,0
3916,Caucasian,Male,1,0
3917,African-American,Male,0,1
3918,Caucasian,Male,0,0
3919,Caucasian,Male,1,0
3921,African-American,Male,0,1
3922,Caucasian,Female,1,0
3923,African-American,Male,1,0
3924,African-American,Male,0,0
3925,Caucasian,Male,0,0
3926,Caucasian,Male,1,1
3927,Caucasian,Female,0,0
3928,Caucasian,Female,0,0
3930,African-American,Male,0,0
3931,Caucasian,Male,0,0
3932,African-American,Female,1,1
3933,Caucasian,Male,0,1
3934,African-American,Male,1,1
3935,Caucasian,Male,0,1
3936,African-American,Female,1,1
3937,African-American,Male,1,1
3938,African-American,Female,0,0
3939,Other,Male,0,0
3941,African-American,Female,0,1
3943,Caucasian,Male,0,0
3944,Caucasian,Male,0,1
3945,Caucasian,Male,0,0
3947,Caucasian,Male,1,0
3948,Caucasian,Male,1,0
3949,Caucasian,Male,1,0
3950,Other,Male,0,0
3952,African-American,Male,1,1
3954,African-American,Male,0,0
3955,African-American,Male,0,1
3956,Caucasian,Male,1,1
3957,Asian,Male,0,0
3958,Other,Male,0,0
3959,African-American,Male,1,1
3960,Caucasian,Male,0,0
3961,Caucasian,Male,1,0
3962,Caucasian,Male,0,0
3963,African-American,Male,1,1
3965,African-American,Male,0,0
3966,Caucasian,Male,0,1
3967,African-American,Male,0,1
3968,African-American,Male,0,1
3969,African-American,Female,1,0
3970,Caucasian,Male,1,1
3971,Other,Male,1,0
3972,Caucasian,Male,0,0
3973,Caucasian,Female,0,0
3974,African-American,Male,0,1
3975,Caucasian,Male,0,1
3976,African-American,Male,1,1
3977,African-American,Male,1,0
3978,African-American,Male,0,0
3979,Caucasian,Male,0,1
3980,Other,Male,0,0
3981,African-American,Male,1,1
3983,Caucasian,Female,0,0
3985,African-American,Male,1,0
3986,Caucasian,Female,0,1
3989,African-American,Male,0,0
3990,African-American,Male,0,0
3992,African-American,Male,1,1
3993,Caucasian,Male,1,1
3994,African-American,Male,1,1
3995,African-American,Male,1,1
3996,Caucasian,Male,1,1
3999,Caucasian,Male,1,0
4000,Caucasian,Male,0,0
4002,African-American,Male,0,0
4003,African-American,Male,0,1
4004,Caucasian,Female,0,1
4005,African-American,Male,1,1
4006,Caucasian,Male,0,0
4007,Caucasian,Female,0,0
4008,African-American,Female,0,0
4009,African-American,Male,1,0
4010,African-American,Male,1,1
4011,Caucasian,Female,0,1
4012,African-American,Male,1,1
4013,African-American,Male,1,1
4016,Caucasian,Female,0,0
4017,African-American,Male,0,0
4018,African-American,Male,0,0
4020,African-American,Male,0,0
4021,Caucasian,Male,0,0
4023,African-American,Male,1,0
4024,Caucasian,Male,0,0
4026,African-American,Male,0,1
4027,African-American,Male,1,0
4029,African-American,Male,0,1
4030,African-American,Male,1,1
4031,African-American,Female,0,0
4032,African-American,Male,1,1
4033,Caucasian,Male,0,0
4034,African-American,Male,0,0
4035,African-American,Male,0,1
4036,African-American,Male,0,0
4037,Caucasian,Male,0,0
4038,African-American,Male,0,1
4039,African-American,Male,1,1
4040,African-American,Male,0,0
4041,Caucasian,Female,0,0
4043,African-American,Female,0,0
4044,Caucasian,Male,1,0
4045,Caucasian,Male,1,1
4047,Caucasian,Male,1,1
4048,African-American,Male,1,1
4049,African-American,Female,0,0
4050,Caucasian,Male,1,1
4051,African-American,Male,0,0
4053,African-American,Male,0,1
4054,Caucasian,Male,0,0
4055,Caucasian,Male,1,1
4057,African-American,Male,0,1
4058,Caucasian,Female,0,1
4059,African-American,Male,1,1
4060,Caucasian,Female,0,0
4061,African-American,Female,0,1
4062,Caucasian,Male,0,0
4063,African-American,Male,0,1
4064,Caucasian,Female,1,1
4065,African-American,Male,1,1
4066,Caucasian,Male,0,0
4068,Hispanic,Male,0,0
4069,Caucasian,Female,0,0
4070,Hispanic,Male,1,0
4071,African-American,Male,0,0
4072,African-American,Male,1,0
4073,Hispanic,Male,0,0
4074,African-American,Male,1,1
4075,African-American,Male,0,1
4076,African-American,Male,1,1
4077,African-American,Male,0,0
4079,Other,Female,0,0
4080,African-American,Male,1,0
4082,Caucasian,Male,0,0
4083,Other,Male,1,0
4084,Other,Male,0,0
4085,Hispanic,Male,0,0
4086,Caucasian,Female,1,0
4088,Caucasian,Male,0,0
4089,Caucasian,Male,1,1
4090,Other,Female,0,0
4091,African-American,Male,0,1
4093,Asian,Male,0,0
4094,Hispanic,Male,0,0
4095,African-American,Male,0,0
4096,African-American,Male,0,0
4097,Caucasian,Male,0,0
4098,Caucasian,Female,0,0
4099,Hispanic,Male,1,1
4101,African-American,Male,1,1
4102,Caucasian,Male,0,0
4103,Caucasian,Male,1,0
4104,African-American,Male,1,1
4105,African-American,Male,0,0
4106,African-American,Male,1,1
4107,Caucasian,Male,0,0
4108,Caucasian,Male,1,1
4109,African-American,Female,0,1
4111,Caucasian,Female,1,0
4112,African-American,Female,0,0
4113,Caucasian,Male,0,0
4114,Hispanic,Male,1,1
4115,African-American,Female,0,0
4116,African-American,Male,0,1
4117,Caucasian,Male,0,0
4118,Hispanic,Male,1,1
4119,African-American,Male,0,1
4120,Caucasian,Female,1,0
4121,African-American,Male,1,1
4122,Caucasian,Male,0,0
4123,Caucasian,Female,1,1
4124,African-American,Male,0,0
4125,African-American,Female,0,0
4126,African-American,Male,1,1
4127,Caucasian,Female,0,1
4128,African-American,Female,0,1
4129,African-American,Male,0,1
4130,African-American,Male,1,0
4131,African-American,Male,0,0
4132,Hispanic,Female,0,0
4133,African-American,Male,1,1
4135,African-American,Male,1,1
4136,Caucasian,Male,1,1
4137,African-American,Male,1,0
4138,Caucasian,Male,1,1
4139,African-American,Male,1,1
4140,African-American,Male,1,1
4142,Caucasian,Male,1,1
4143,Caucasian,Male,1,0
4144,Hispanic,Male,0,1
4145,Caucasian,Male,1,1
4146,African-American,Female,0,0
4147,Caucasian,Female,0,1
4148,African-American,Male,1,0
4149,African-American,Male,0,0
4150,African-American,Male,1,1
4151,African-American,Male,0,1
4152,African-American,Male,1,1
4153,African-American,Male,1,1
4154,Other,Male,0,0
4156,African-American,Male,0,0
4157,African-American,Male,1,1
4158,African-American,Female,0,0
4159,African-American,Male,0,0
4160,Caucasian,Female,1,0
4161,Hispanic,Male,1,0
4162,African-American,Male,1,1
4163,Caucasian,Male,0,0
4164,African-American,Male,0,1
4165,Hispanic,Female,1,0
4166,African-American,Male,1,1
4167,African-American,Male,1,1
4168,African-American,Male,1,1
4170,African-American,Male,1,1
4171,African-American,Male,1,1
4172,African-American,Male,1,1
4173,African-American,Male,1,1
4174,African-American,Male,0,0
4175,Caucasian,Male,1,1
4177,Caucasian,Male,0,1
4178,African-American,Male,0,1
4179,African-American,Male,1,1
4180,African-American,Male,0,0
4181,Caucasian,Male,1,0
4182,African-American,Male,1,1
4183,Hispanic,Male,1,0
4184,Hispanic,Female,0,0
4185,Caucasian,Female,1,1
4187,African-American,Male,1,1
4188,African-American,Male,1,0
4189,African-American,Male,1,1
4190,African-American,Male,0,0
4192,Caucasian,Male,0,0
4193,Caucasian,Female,0,0
4194,Caucasian,Male,0,0
4195,African-American,Male,1,0
4196,Caucasian,Male,0,0
4197,African-American,Female,0,0
4200,African-American,Male,1,0
4201,Other,Male,0,1
4202,African-American,Male,0,0
4205,African-American,Male,1,1
4206,African-American,Female,0,1
4207,Hispanic,Male,0,0
4208,African-American,Female,0,0
4209,Other,Male,1,1
4211,Caucasian,Female,1,1
4212,African-American,Male,0,0
4213,Other,Female,1,0
4214,Caucasian,Female,0,1
4215,Caucasian,Female,1,1
4217,Hispanic,Male,0,0
4218,African-American,Male,1,1
4219,African-American,Male,0,1
4220,African-American,Male,1,1
4221,Caucasian,Male,0,1
4222,Caucasian,Male,1,0
4223,African-American,Male,0,0
4224,Caucasian,Male,1,1
4225,African-American,Male,1,1
4226,African-American,Male,0,1
4227,African-American,Male,1,0
4228,African-American,Male,1,1
4229,Hispanic,Female,0,0
4230,African-American,Male,1,1
4231,African-American,Male,1,1
4232,African-American,Male,0,1
4233,Caucasian,Male,0,0
4234,African-American,Male,0,1
4235,African-American,Female,0,0
4236,Other,Male,1,0
4237,African-American,Female,1,1
4238,Caucasian,Male,1,1
4239,African-American,Male,1,1
4241,Caucasian,Male,1,1
4242,Hispanic,Female,1,0
4243,African-American,Male,1,1
4244,African-American,Female,0,0
4245,African-American,Male,1,0
4246,Caucasian,Male,0,0
4247,Caucasian,Female,0,0
4248,African-American,Male,0,0
4249,African-American,Female,0,0
4250,Caucasian,Female,0,0
4251,African-American,Male,1,0
4252,African-American,Male,1,1
4253,Caucasian,Female,1,0
4254,Caucasian,Male,0,0
4255,Asian,Male,0,0
4256,Caucasian,Male,0,0
4257,African-American,Male,1,1
4259,Caucasian,Female,0,0
4260,African-American,Female,0,0
4261,African-American,Male,1,1
4262,Hispanic,Male,1,0
4264,Caucasian,Male,0,0
4266,African-American,Female,0,0
4267,African-American,Male,1,1
4268,Caucasian,Male,0,0
4270,Caucasian,Male,0,0
4272,African-American,Female,0,1
4273,Caucasian,Female,1,1
4274,African-American,Male,1,0
4275,Caucasian,Male,0,0
4276,Caucasian,Male,1,0
4277,Hispanic,Female,0,0
4278,African-American,Female,0,0
4279,African-American,Male,1,1
4280,Other,Male,1,0
4281,African-American,Male,1,1
4282,Hispanic,Female,0,0
4283,African-American,Female,0,1
4284,Caucasian,Male,1,0
4285,Caucasian,Male,0,0
4286,Caucasian,Male,1,0
4288,Other,Male,0,0
4290,Hispanic,Male,0,1
4291,Hispanic,Male,1,1
4292,African-American,Male,1,1
4293,African-American,Male,1,0
4294,African-American,Male,1,1
4295,Caucasian,Male,0,0
4296,Caucasian,Female,1,0
4298,African-American,Female,0,0
4300,Caucasian,Male,1,0
4301,African-American,Female,0,0
4302,Caucasian,Male,1,1
4303,Caucasian,Male,0,0
4304,African-American,Male,1,1
4305,Caucasian,Male,0,0
4306,African-American,Male,1,1
4307,Caucasian,Male,0,0
4308,Other,Male,1,0
4309,African-American,Female,1,0
4311,Caucasian,Male,0,0
4313,Caucasian,Male,0,0
4314,African-American,Male,0,1
4315,Caucasian,Male,0,0
4316,African-American,Male,1,1
4317,Caucasian,Female,1,1
4318,African-American,Male,1,1
4319,African-American,Male,0,0
4320,African-American,Female,1,1
4321,African-American,Female,0,0
4322,Caucasian,Female,0,0
4323,African-American,Male,0,0
4324,African-American,Male,0,1
4325,African-American,Male,0,0
4326,African-American,Male,1,0
4327,African-American,Male,1,1
4328,Hispanic,Male,1,0
4329,African-American,Male,0,0
4332,African-American,Male,1,0
4333,African-American,Female,0,1
4334,African-American,Male,0,1
4335,Caucasian,Male,1,1
4336,African-American,Male,0,0
4337,African-American,Male,0,0
4338,Caucasian,Male,0,0
4339,Other,Female,0,0
4340,Caucasian,Male,1,0
4341,Hispanic,Male,1,0
4342,Hispanic,Male,1,0
4343,African-American,Male,0,0
4345,Caucasian,Female,1,1
4346,African-American,Male,1,1
4348,African-American,Male,1,1
4349,Caucasian,Male,0,0
4350,Caucasian,Female,0,0
4351,African-American,Male,1,0
4352,African-American,Male,0,0
4353,African-American,Male,1,1
4354,Caucasian,Male,0,0
4355,African-American,Female,0,0
4356,African-American,Male,1,1
4357,Caucasian,Male,1,1
4358,African-American,Male,1,1
4359,African-American,Female,0,0
4361,Caucasian,Female,0,1
4362,African-American,Male,1,1
4363,African-American,Female,0,0
4364,African-American,Female,1,1
4365,African-American,Male,1,0
4366,African-American,Male,0,1
4367,Caucasian,Male,1,0
4368,Caucasian,Male,0,0
4369,African-American,Male,0,0
4370,African-American,Male,0,0
4371,African-American,Female,0,1
4372,African-American,Female,0,0
4373,African-American,Male,1,0
4375,Caucasian,Male,1,1
4376,Caucasian,Female,1,1
4377,African-American,Male,1,1
4378,Other,Female,1,1
4379,African-American,Male,1,1
4380,African-American,Female,1,1
4381,African-American,Male,0,1
4382,Caucasian,Male,1,0
4383,Caucasian,Male,1,1
4384,Caucasian,Male,0,0
4385,Caucasian,Male,0,0
4386,African-American,Male,1,1
4388,Caucasian,Male,0,0
4389,Caucasian,Male,0,0
4390,African-American,Male,0,0
4391,African-American,Male,0,1
4392,Caucasian,Male,0,1
4393,African-American,Male,1,1
4394,Caucasian,Female,0,1
4396,African-American,Female,0,0
4397,African-American,Male,0,0
4398,Caucasian,Male,0,1
4399,Caucasian,Female,0,1
4400,African-American,Male,1,1
4401,African-American,Male,0,0
4403,Other,Male,0,0
4404,African-American,Female,0,1
4405,Caucasian,Female,0,1
4406,African-American,Male,1,1
4407,African-American,Female,0,0
4408,Caucasian,Male,0,1
4410,Hispanic,Female,0,0
4411,African-American,Female,0,1
4412,Caucasian,Female,0,0
4413,Caucasian,Male,1,1
4414,African-American,Male,0,0
4415,Hispanic,Female,0,0
4416,African-American,Male,1,0
4417,African-American,Male,1,1
4418,African-American,Female,1,1
4419,African-American,Male,0,0
4420,African-American,Male,1,1
4421,African-American,Male,1,1
4422,Other,Male,0,0
4423,Caucasian,Female,0,1
4424,Caucasian,Male,1,0
4425,Hispanic,Female,0,0
4426,African-American,Female,1,0
4427,Caucasian,Male,1,0
4428,Caucasian,Female,1,0
4429,African-American,Male,1,1
4430,African-American,Male,0,1
4432,Caucasian,Female,0,0
4434,African-American,Male,1,1
4435,Caucasian,Female,0,0
4436,African-American,Male,0,1
4437,Caucasian,Female,0,0
4438,Hispanic,Male,0,0
4439,African-American,Male,1,1
4440,Caucasian,Male,0,0
4441,African-American,Male,0,1
4442,African-American,Female,0,0
4443,Caucasian,Male,0,0
4444,Hispanic,Male,0,1
4445,African-American,Female,1,1
4446,Other,Male,0,0
4447,Hispanic,Male,0,0
4448,African-American,Male,0,0
4449,African-American,Male,0,0
4450,Caucasian,Female,0,0
4451,Caucasian,Male,1,0
4452,African-American,Male,1,0
4453,Caucasian,Male,0,1
4454,African-American,Male,0,0
4455,Caucasian,Male,0,1
4456,Caucasian,Female,0,0
4457,African-American,Male,1,0
4458,Caucasian,Male,1,0
4459,African-American,Male,1,0
4461,Other,Male,0,0
4462,African-American,Male,0,1
4463,African-American,Male,1,1
4464,African-American,Male,1,1
4465,Caucasian,Male,0,0
4466,Other,Male,0,0
4467,African-American,Male,0,1
4468,African-American,Female,0,0
4469,Caucasian,Female,1,0
4470,Hispanic,Male,1,0
4471,African-American,Male,0,0
4472,Hispanic,Male,0,0
4473,African-American,Male,1,1
4474,African-American,Male,1,0
4475,Caucasian,Male,0,0
4477,Caucasian,Female,1,1
4479,Hispanic,Male,0,0
4480,Caucasian,Male,1,0
4482,Caucasian,Female,1,1
